 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|     ver     | Date  | Time  |               Sequence                 | #Img |P/MbInt| QPI| QPP| QPB| Format  |Iperiod| #B | FMES | Hdmd | S.R |#Ref | Freq |Coding|RD-opt|Intra upd|8x8Tr| SNRY 1| SNRU 1| SNRV 1| SNRY N| SNRU N| SNRV N|#Bitr I|#Bitr P|#Bitr B|#Bitr IPB|     Total Time   |      Me Time     |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
| 19.0/(FRExt)| 01/13 | 22:25 |                     yuv\soccer_qcif.yuv|   15 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 36.411| 86.149| 86.149| 34.923| 86.149| 86.149|  46224|  63296| 136544|   246704|           5789   |           3917   |
| 18.1/(FRExt)| 01/14 | 12:17 |                    yuv//soccer_qcif.yuv|   74 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.125| 86.149| 86.149| 37.125| 86.149| 86.149| 270858|      0|      0|   270894|           1431   |              0   |
| 19.0/(FRExt)| 01/14 | 12:17 |                    yuv//soccer_qcif.yuv|   74 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.125| 86.149| 86.149| 37.125| 86.149| 86.149| 270858|      0|      0|   270894|           7255   |              0   |
| 19.0/(FRExt)| 01/14 | 12:19 |                    yuv//soccer_qcif.yuv|   74 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.125| 86.149| 86.149| 37.125| 86.149| 86.149| 270858|      0|      0|   270894|           7253   |              0   |
| 19.0/(FRExt)| 01/14 | 14:17 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7385   |              0   |
| 19.0/(FRExt)| 01/14 | 14:18 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7374   |              0   |
| 19.0/(FRExt)| 01/14 | 14:18 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7382   |              0   |
| 19.0/(FRExt)| 01/14 | 14:19 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7349   |              0   |
| 19.0/(FRExt)| 01/14 | 14:21 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            513   |              0   |
| 19.0/(FRExt)| 01/14 | 14:23 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7370   |              0   |
| 19.0/(FRExt)| 01/14 | 14:25 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7353   |              0   |
| 19.0/(FRExt)| 01/14 | 14:48 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7335   |              0   |
| 19.0/(FRExt)| 01/14 | 14:50 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7333   |              0   |
| 19.0/(FRExt)| 01/14 | 15:02 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7336   |              0   |
| 19.0/(FRExt)| 01/14 | 15:04 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7353   |              0   |
| 19.0/(FRExt)| 01/14 | 15:06 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7383   |              0   |
| 19.0/(FRExt)| 01/14 | 15:07 |                    yuv//soccer_qcif.yuv|   75 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 37.134| 86.149| 86.149| 37.134| 86.149| 86.149| 270630|      0|      0|   270666|           7359   |              0   |
| 19.0/(FRExt)| 01/14 | 15:14 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            507   |              0   |
| 19.0/(FRExt)| 01/14 | 15:16 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            510   |              0   |
| 19.0/(FRExt)| 01/14 | 15:19 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            510   |              0   |
| 19.0/(FRExt)| 01/14 | 15:20 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            510   |              0   |
| 19.0/(FRExt)| 01/14 | 15:58 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            513   |              0   |
| 19.0/(FRExt)| 01/14 | 15:59 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            535   |              0   |
| 19.0/(FRExt)| 01/14 | 16:02 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            526   |              0   |
| 19.0/(FRExt)| 01/14 | 16:04 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            515   |              0   |
| 19.0/(FRExt)| 01/14 | 16:06 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            511   |              0   |
| 19.0/(FRExt)| 01/14 | 16:08 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            513   |              0   |
| 19.0/(FRExt)| 01/14 | 16:12 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            530   |              0   |
| 19.0/(FRExt)| 01/14 | 16:13 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            511   |              0   |
| 19.0/(FRExt)| 01/14 | 18:52 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            512   |              0   |
| 19.0/(FRExt)| 01/14 | 18:55 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            510   |              0   |
| 19.0/(FRExt)| 01/14 | 18:57 |                    yuv//soccer_qcif.yuv|    5 |  0/0  | 28 | 28 | 30 | 176x144 |    1  |  0 |  FFS |  022 |  32 |  5  | 15.00| CABAC|   1  |   OFF   |  0  | 36.263| 86.149| 86.149| 36.263| 86.149| 86.149| 336720|      0|      0|   337224|            511   |              0   |
